ISO,RCP85_2030_SSP4_RP100_GFDL,RCP85_2030_SSP5_RP100_GFDL,RCP85_2030_SSP4_RP100_hadGEM,RCP85_2030_SSP5_RP100_hadGEM,RCP85_2030_SSP4_RP100_IPSL,RCP85_2030_SSP5_RP100_IPSL,RCP85_2030_SSP4_RP100_MIROC,RCP85_2030_SSP5_RP100_MIROC,RCP85_2030_SSP4_RP100_NorESM,RCP85_2030_SSP5_RP100_NorESM,max_SSP4,max_SSP5,min_SSP4,min_SSP5,wbregion,tot_pop_ssp4,tot_pop_ssp5,max_SSP4_region,max_SSP5_region,min_SSP4_region,min_SSP5_region
BGD,-71504838.0,-71687312.0,-28818882.0,-28818882.0,16083365.0,13441908.0,-304657.0,-304657.0,-9333590.0,-9333590.0,0.09224242240692965,0.07862764992779997,-0.41009947053586576,-0.4193307134821168,SAS,174359742.3,170956502.1,0.1705648639874173,0.15314798024090653,-0.3446286968782827,-0.3620236354666627
BRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YHI,274551.651,276912.543,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
BLR,-1767835.5500000003,-1747269.58,1254781.1810000008,1355606.9640000006,484224.0,529781.6299999999,0.0,0.0,2213271.2199999997,2274733.1000000006,0.2538860916106237,0.25805812818388263,-0.20278981371285235,-0.198219789938186,ECA,8717575.689,8814808.957999999,0.2596675584329898,0.25867633383976757,-0.08670699346489576,-0.08620112967829673
BEL,0.0,0.0,69870.3,76485.9,0.0,0.0,0.0,0.0,0.0,0.0,0.006090118774509044,0.006090115240751644,0.0,0.0,YHI,11472731.91,12559023.43,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
BLZ,40765.19999999998,12823.899999999994,40765.19999999998,12823.899999999994,40765.19999999998,12823.899999999994,40765.19999999998,12823.899999999994,40765.19999999998,12823.899999999994,0.0956709810441501,0.035101450099454826,0.0956709810441501,0.035101450099454826,LAC,426097.857,365338.18299999996,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
BEN,2382604.5,2002841.6000000006,1971823.8000000003,1519227.1999999997,3485755.8000000003,2918929.9,-1116341.0,-1259065.4000000001,1774193.7000000002,1369495.0999999996,0.23519303002899197,0.21426523648426765,-0.075322437198726,-0.09242220776873027,SSA,14820829.51,13622974.72,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
BTN,-112658.7,-112658.7,0.0,0.0,-1480924.3,-1480924.3,0.0,0.0,0.0,0.0,0.0,0.0,-1.524687944076159,-1.4842144011051475,SAS,971296.6549999999,997783.271,0.1705648639874173,0.15314798024090653,-0.3446286968782827,-0.3620236354666627
BOL,399468.99060799996,179324.23187200003,207823.490928,145517.30333199998,5096276.342998002,4151173.7231220016,3823059.179008,3172478.708812,194047.47078999906,84847.97214999999,0.37463269337076416,0.3617739704091387,0.014264635928489826,0.007394484021445369,LAC,13603394.56,11474495.3,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
BIH,-148427.8,-147552.6,2021672.1999999997,2051674.1,-99801.1,-99801.1,0.0,0.0,73724.3,74599.5,0.5668508811375104,0.5685145672488312,-0.041617245968610626,-0.040886514352079545,ECA,3566497.4110000003,3608832.9450000003,0.2596675584329898,0.25867633383976757,-0.08670699346489576,-0.08620112967829673
BWA,-58646.10799999999,-54199.384999999995,82414.72310000003,103870.8071,1486414.3909,1607686.7442,225887.42940000002,276042.1479,-90297.54000000004,-69657.24900000001,0.6566646152398807,0.6643124529805866,-0.03989143251318058,-0.02878308110582574,SSA,2263582.2860000003,2420076.181,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
BRA,91187128.553855,89631522.521321,13930923.094432,13468830.468452003,39418779.88459499,38347148.73027299,53702642.9111691,53023841.433088005,32699485.191430993,31807189.436311997,0.41961079575360094,0.41685208539694185,0.06410516284416659,0.06263990514382417,LAC,217313590.29999998,215019969.1,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
BRN,83112.29999999999,88872.09999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16747138696234393,0.17670321731515878,0.0,0.0,YHI,496277.612,502945.568,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
BGR,-2842690.2,-2790719.1000000006,312153.80000000005,339412.6000000001,5059312.1,5152192.5,2459755.0,2502756.0,4585366.3,4666485.600000001,0.7621032457087389,0.7627604225108899,-0.428205136418531,-0.41315422120295603,ECA,6638617.705,6754666.797,0.2596675584329898,0.25867633383976757,-0.08670699346489576,-0.08620112967829673
BFA,12758061.299999999,9881628.7,10262234.7,6247948.3999999985,12454785.3,8246347.300000001,301989.2000000011,-1911345.6999999993,6747270.1000000015,3658882.1000000015,0.4361108563297733,0.3982775115148594,0.01032294527494892,-0.07703649187310861,SSA,29254170.39,24810913.029999997,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
BDI,4152645.0,4062832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30747850457661646,0.3074782056634136,0.0,0.0,SSA,13505480.67,13213398.3,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
KHM,-2569426.330000001,-2828969.630000001,8734051.29,8286248.6,10074768.1,9706254.6,60229.8,58041.2,0.0,0.0,0.6329957341834554,0.6328375887640237,-0.16143656013170687,-0.18444584374861267,EAP,15916012.63,15337670.790000001,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
CMR,-681655.54,-1223074.5099999998,-1521048.3200000003,-2196424.460000001,1677175.1000000006,778690.6600000011,-4447636.71,-4606020.13,-2813308.2100000004,-3045083.91,0.05806307015026476,0.0298049766863285,-0.15397524223655756,-0.17629892028165534,SSA,28885401.61,26126195.91,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
CAN,485220.382,695129.0057999999,-3284964.114480001,-2567105.982570001,-744846.2911,-723808.1186,619918.2076000001,807066.5201000001,592854.2198400002,801068.3738300002,0.015311601179264344,0.017892253988741592,-0.08113660768868346,-0.056911433087906256,YHI,40486830.89,45107034.62,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
CPV,0.0,0.0,134489.4,121509.20000000001,0.0,0.0,22629.3,20746.1,0.0,0.0,0.24912870002158252,0.24551560501680814,0.0,0.0,SSA,539839.047,494914.366,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
CAF,1104692.0771,899937.4006999999,-1706883.3560000001,-1744044.4510000004,-154161.51,-298599.32900000014,-205524.17799999996,-229416.11799999996,-56597.75,-76842.10999999999,0.17461433980179564,0.1548415068984357,-0.2698003511612343,-0.300076950553051,SSA,6326468.252,5811990.717,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
TCD,5973128.949999999,4945834.02,-5209371.03700001,-5362841.597000009,1081045.84799999,383448.0479999902,-3906291.3500000103,-4041483.84000001,862965.7400000002,502493.88000000035,0.3165331582069258,0.2915176599282404,-0.2760594456299661,-0.31609694676394956,SSA,18870468.37,16965812.71,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
CHL,13262545.16312,13232378.86896,723218.41812,720888.7259600001,1866372.44312,1861794.22896,1503584.6431200001,1499907.1079600002,3756924.18312,3748091.56796,0.6883350103238092,0.6883200744018573,0.03753552211737678,0.03749909116131939,YHI,19267573.150000002,19224165.27,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
CHN,323651162.29635,327121221.29695,-48827145.09771001,-47919519.502519995,260971914.66341406,264832295.53780395,419952232.7318901,424058531.96148,17471031.497890003,17890443.63708,0.31107653029656934,0.3119939257763087,-0.03616834891548217,-0.035255979738815064,EAP,1349996518.0,1359188423.0,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
COL,-3455739.7141000032,-4047794.1239000037,-851191.7,-856454.2999999999,35917677.3252,34978063.7624,-992882.0,-1047593.3999999999,1722498.2020000005,1570191.0829999996,0.641844470367834,0.6371489431306072,-0.06175364310011815,-0.07373329082970971,LAC,55960094.669999994,54897781.97,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSA,1156737.323,926755.292,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
CRI,1177670.1000000006,1194694.1000000006,-2336186.3,-2330985.5,1250907.7999999998,1267931.7999999998,-1349379.1999999997,-1341394.4,1361598.7000000002,1378454.6000000006,0.2345807117737931,0.2367612319314635,-0.4024858756770141,-0.40036646734276066,LAC,5804393.25,5822129.698999999,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
CIV,3864865.1999999993,2155178.6999999993,4785922.069999998,1682136.0899999999,8937636.170000002,5909040.290000001,14797703.99,12131744.389999999,6931089.29,4633968.79,0.5176707736963294,0.5085670773867056,0.1352052831755569,0.07051574839997106,SSA,28585164.05,23854757.67,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
HRV,0.0,0.0,778684.0,799458.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1865649632134263,0.18710090122650985,0.0,0.0,YHI,4173795.479,4272875.196,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
CUB,1677206.2999999998,1519045.38,661107.2999999998,611790.0,2831548.5999999996,2697753.3,-40274.0,-47557.0,3801902.1500000004,3696476.5300000003,0.3608369808109709,0.35910004091328085,-0.003822388896879169,-0.004619999750333298,LAC,10536342.870000001,10293723.5,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
CYP,186180.0,240342.0,285212.0,324080.0,298479.0,352641.0,1032702.0,1086864.0,298479.0,352641.0,0.7661415471550548,0.7653695112178127,0.13812332429813062,0.16924881039864376,YHI,1347925.855,1420051.34,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
CZE,0.0,0.0,-5328.0,-4346.899999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00048106383366297,-0.00036131199584668616,YHI,11075453.25,12030876.5,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
COD,24110738.773,20426727.55,14889734.537,12022887.418000001,-770548.0700000003,-2459045.3200000003,14203651.729,12504888.151999999,3351024.8600000003,2899762.2700000005,0.21315684512986557,0.20109287901460296,-0.006812217459136373,-0.024208307562519266,SSA,113112664.80000001,101578572.30000001,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
DNK,0.0,0.0,168285.9,188086.6,0.0,0.0,0.0,0.0,38636.3,42358.0,0.028430443153757187,0.028983744456074864,0.0,0.0,YHI,5919214.8040000005,6489382.359999999,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
DJI,23553.5,16612.100000000006,26071.199999999983,18074.099999999977,-30283.300000000017,-42809.70000000001,4490.399999999994,-2451.0,45134.29999999999,37137.19999999998,0.03746154825964534,0.03240934339416608,-0.025135192180034224,-0.037359689688539595,MNA,1204816.728,1145879.432,0.5194129906253099,0.5033613678305945,0.11660250888522931,0.10009664927413231
DOM,2667142.2,2337758.5999999996,530562.2000000002,328056.5999999996,1261422.2000000002,906235.6000000006,0.0,0.0,4335864.2,3979532.6000000006,0.37169942635492254,0.3542687253468054,0.0,0.0,LAC,11664974.15,11233090.35,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
TLS,-372187.0,-464306.0,659914.4,340131.0000000001,-526918.0,-619037.0,586888.0,267104.6000000001,-865019.6,-865019.6,0.3697761074978615,0.24562402902228328,-0.4847046535086325,-0.6246699046403997,EAP,1784632.3399999999,1384762.726,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
ECU,-1151720.449,-1158523.734,-244956.9,-244956.9,18491.32,17767.46,0.0,0.0,0.0,0.0,0.001045382257001952,0.0010453796457337936,-0.0651109884211036,-0.06816377414797116,LAC,17688572.650000002,16996179.4,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
EGY,16980200.582999997,16502407.887999997,21080725.113000005,20629116.858000003,25763429.703,25277505.417999998,25926384.923,25438973.128,21338547.643,20887333.937999994,0.25301092113243406,0.2501129066245919,0.1657067193624464,0.16224967817703623,MNA,102471406.4,101709957.59999998,0.5194129906253099,0.5033613678305945,0.11660250888522931,0.10009664927413231
SLV,62310.0,-530899.0,-733208.0,-849172.0,62310.0,-530899.0,62310.0,-530899.0,62310.0,-530899.0,0.01005121191514969,-0.09496625066695247,-0.11827361556544813,-0.1518983479180736,LAC,6199252.441000001,5590396.549,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
GNQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YHI,1148891.9659999998,1087292.811,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
ERI,1230666.5,1061573.2000000002,123737.6000000001,60120.80000000005,3224035.0,2728426.6000000006,-1458125.5,-1475455.2,417420.59999999986,312297.0,0.3720655916335479,0.3353249245068564,-0.16827308848491498,-0.18133414457740907,SSA,8665232.885,8136665.068999999,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
EST,-2729.640000000003,-1995.8700000000026,564352.69,643692.49,80440.34,80142.34,-28775.9,-28775.9,123707.06,125001.70999999999,0.44306924324100994,0.47622158911952733,-0.02259175239614607,-0.02128921035935126,YHI,1273734.7459999998,1351665.915,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
ETH,4890025.205000006,-1256129.4499999955,-3392768.7750000004,-4803238.01,-37227042.32399999,-41492101.882999994,-10393453.825,-11190926.77,4850114.696000002,-889334.0429999977,0.037381498689501275,-0.007646569629924021,-0.2845798488780208,-0.35675261577753614,SSA,130814049.10000001,116304968.9,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
FJI,-22158.429999999993,-41723.79999999999,-22158.429999999993,-41723.79999999999,-313142.93,-316100.89999999997,316159.26999999996,296593.89999999997,-22158.429999999993,-41723.79999999999,0.3531369439044366,0.3513351875257437,-0.349767815776779,-0.37444252554943436,EAP,895288.005,844190.7059999999,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
FIN,-26547.940000000002,-686.5400000000373,-158532.98999999976,159623.6000000001,-941790.1707699997,-624718.65025,-309285.38999999996,-285954.32999999996,1917741.8220000002,2287664.8090000004,0.3372833320426464,0.3687968229828247,-0.16563758647712196,-0.10071154330123648,YHI,5685848.187000001,6203049.122,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
FRA,57423.0,61992.1,2523521.7,2735178.4000000004,153651.6,169238.8,0.0,0.0,46457.5,50154.1,0.0366926073987349,0.03683892452644432,0.0,0.0,YHI,68774662.77000001,74246966.63000001,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
PYF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YHI,317252.521,315125.868,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
GAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSA,2052772.247,1925010.9659999998,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
GMB,0.0,0.0,1140052.0,711893.0,1140052.0,711893.0,0.0,0.0,1140052.0,711893.0,0.41413185306344147,0.29717294936254895,0.0,0.0,SSA,2752872.042,2395551.148,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
GEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ECA,3749400.9910000004,3585553.959,0.2596675584329898,0.25867633383976757,-0.08670699346489576,-0.08620112967829673
DEU,0.0,0.0,282644.0,282486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035350710403251866,0.0032933940155899697,0.0,0.0,YHI,79954263.09,85773520.77000001,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
GHA,17693116.099999998,14214452.3,14605340.899999999,10343994.8,22319999.999999996,17953090.9,585881.7999999998,-145834.7000000002,20278218.1,17024566.6,0.5858931056713231,0.5380845117747076,0.015379216279493948,-0.004370912718394973,SSA,38095686.370000005,33364816.320000004,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
GRC,1072116.8,1080906.9,608365.9,621934.9,4052343.8,4203053.2,881833.2999999999,894971.9999999999,458147.5,456523.0,0.36187507454110174,0.3537570038328931,0.04091265916611503,0.0384240220087635,YHI,11198184.360000001,11881187.239999998,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
GRD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,103290.808,93675.73,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
GUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YHI,212936.332,212505.859,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
GTM,7964130.710000001,3727959.7300000004,-503629.29000000004,-1044615.6699999999,7964130.710000001,3727959.7300000004,7964130.710000001,3727959.7300000004,7964130.710000001,3727959.7300000004,0.35438405323955796,0.20466232330718,-0.0224102536258299,-0.05734865327670437,LAC,22473163.33,18215173.509999998,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
GIN,81626.29999999999,23344.900000000023,3228913.0999999996,1886093.8999999994,6751573.0,5594401.7,-31365.900000000023,-81446.40000000002,6940225.8,5785884.8,0.49048283374132357,0.48667753035086986,-0.002216705328931372,-0.006850833395087489,SSA,14149783.28,11888539.0,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
GNB,-15645.9,-15645.9,157278.00000000012,45859.09999999998,264987.80000000005,153568.8999999999,-262049.5,-262049.5,365496.70000000007,254077.79999999993,0.16849389201107207,0.1303682494385227,-0.12080475734679799,-0.13445855789541694,SSA,2169198.513,1948923.9219999998,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
GUY,-10043.039059999981,-64416.74443999992,-41374.85216000001,-91042.04003999999,18641.02164999998,3955.0297699999937,54291.05783999991,-81.37404000002425,578275.891,525023.286,0.7599057742208236,0.7599055922428618,-0.054370222852532735,-0.13177197507311045,LAC,760983.678,690905.938,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
HTI,4566293.0,3610262.0,0.0,0.0,1640027.0,625863.0,0.0,0.0,6997948.0,6120060.0,0.5655093670134619,0.5537094186918845,0.0,0.0,LAC,12374592.549999999,11052837.09,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
HND,3012830.0999999996,1479979.8000000007,480135.95999999996,-409396.20999999996,3046495.6999999993,1513645.4000000004,3012830.0999999996,1479979.8000000007,2358770.99,1260425.8899999997,0.28112062752096184,0.1644930464028909,0.04430537104338583,-0.04449049279884023,LAC,10836969.62,9201880.767,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
HKG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YHI,8117089.214,8632692.002999999,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
HUN,-951366.0,-951366.0,512311.7999999998,640471.1000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.05487989030062765,0.06418041433792633,-0.10191227630467802,-0.09533461239237119,ECA,9335146.211,9979229.748,0.2596675584329898,0.25867633383976757,-0.08670699346489576,-0.08620112967829673
ISL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YHI,400560.00600000005,444882.93700000003,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
IND,182416976.28000003,170830720.63,-544084449.9000001,-547786745.1,-89037974.86499989,-107887378.08999991,-18416475.468000002,-19376804.943000004,-259857261.61,-261917282.18,0.122497837144029,0.11721392079154681,-0.36536713685104616,-0.3758588145856881,SAS,1489144466.0,1457426894.9999998,0.1705648639874173,0.15314798024090653,-0.3446286968782827,-0.3620236354666627
IDN,8805477.882100016,9809948.942770004,123419319.58199999,124421175.55200002,-12358731.064,-12336375.031,-1758559.28,-1757193.24,-62996227.733,-62918283.593,0.4609145084382985,0.461957290663881,-0.23526199494019512,-0.23360621447991764,EAP,267770524.30000004,269334802.29999995,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
IRN,12221821.775900103,11407289.016450204,9926975.978900004,9488717.929449905,18965961.003570206,17939665.2741201,19464157.478900194,18411741.9094501,6734240.965899996,6130055.967450097,0.2261752125910394,0.21671136307748434,0.07825246912191448,0.0721524769889116,MNA,86057871.93,84959743.91,0.5194129906253099,0.5033613678305945,0.11660250888522931,0.10009664927413231
IRQ,23560693.649000004,15219285.230000004,22417225.329000004,15003880.260000005,28748820.156,20402776.637,29894425.565400004,21549302.795900002,17714160.194999997,11545323.035999998,0.5423769166345196,0.46527755929770626,0.32138940306162334,0.24927858568657288,MNA,55117437.06,46314941.19,0.5194129906253099,0.5033613678305945,0.11660250888522931,0.10009664927413231
IRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YHI,5371562.9120000005,5881843.389,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
ISR,3945066.5999999996,4144355.7,2931455.6,3436172.7,5645612.6,5844901.7,5645612.6,5844901.7,5628127.300000001,5818609.6,0.5307056747978474,0.48928858659793995,0.2755662197469817,0.2876489922301734,YHI,10637935.239999998,11945714.37,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
ITA,11601071.7,12525836.600000001,7876113.7,8543371.600000001,-600168.9000000004,-217496.20000000112,5167931.9,5302662.3,5012240.1,5210092.2,0.19021571806592094,0.1916054073159222,-0.00984060449125006,-0.003326999171509669,YHI,60989027.71,65373085.11000001,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
JAM,936336.0,872332.0,-178529.0,-178529.0,-178933.0,-242937.0,0.0,0.0,808125.0,720472.0,0.3377152478493195,0.3377154547304615,-0.06453709185956995,-0.09405086529653174,LAC,2772560.6289999997,2583038.4359999998,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
JPN,-1672487.9,-1683073.7,0.0,0.0,98132.1,87546.3,0.0,0.0,98132.1,87546.3,0.0008288229510878505,0.0006983076143905349,-0.01412581975660076,-0.013424932638963048,YHI,118399351.6,125369247.3,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
JOR,6306052.3100000005,5838999.66,1314445.3,1231010.9,9408028.34,8940004.84,7740669.61,7273616.96,8259419.340000001,7848902.39,0.9135597806409356,0.9110737287096043,0.1276382592117605,0.12545202276928138,MNA,10298207.67,9812603.040000001,0.5194129906253099,0.5033613678305945,0.11660250888522931,0.10009664927413231
