cat1workers,cat2workers,cat3workers,cat4workers,cat5workers,cat6workers,cat7workers,old,country
2.5006486356616575,4.391700726464684,2.146624472344537,2.4253106944701788,2.726613296627101,3.1687784124515477,2.3564553847465763,1.9487644936852733,NGA
9.056040278129338,15.599925660357094,11.236444735074492,9.929435577982492,10.325979097399614,16.91377321519043,7.107734767289692,7.333983081991656,NIC
4.715687598208165,9.180676716629154,4.700071874469245,5.572744386251526,3.665818523348983,6.219497755387502,6.886114190546328,7.759207335649782,PAK
17.09278893649084,-6.4949424291752445e-15,11.042503908802242,-1.0045526159192987e-15,29.308542661369977,0.0,12.556905457423657,19.8970989510936,PAN
18.63815436196625,2.8353926445402044e-14,6.721206362752677,-2.050867019990033e-15,22.321032181771372,0.0,13.834564997906401,13.903098761169348,PER
20.27199242135869,20.27199242135869,3.734736140335267,3.734736140335267,10.213981338481535,10.213981338481535,8.569466631313734,13.729194575739687,PHL
7.739059898564809,7.739059898564809,6.043327895346491,6.043327895346491,5.357169102503508,5.357169102503508,3.9289115094869898,3.9495354417279467,PNG
23.110322389062958,23.110322389062958,17.041167448391754,17.041167448391754,16.552997855173757,16.552997855173757,10.038690450420294,8.146419233435882,PSE
5.646999356768158,9.484675172791317,4.209335875002484,6.990500221788342,6.8725311072713415,9.382453541191747,4.815499049147391,4.922594300524674,SDN
6.417634984176731,6.417634984176731,3.224242698378565,3.224242698378565,6.975168207516934,6.975168207516934,5.254736142853689,3.0210566605967273,SLB
6.236596319482261,6.236596319482261,2.558860925868567,2.558860925868567,4.86929546319802,4.86929546319802,3.8638709357106156,3.6700182897999873,SLE
12.509815198855247,-1.832027368308506e-15,7.546579730717792,2.3861991531306112e-15,16.31185295992838,0.0,6.102128596225935,8.908823681953097,SLV
9.630279533949565,9.630279533949565,4.497661087196834,4.497661087196834,10.758418272729426,10.758418272729426,3.6326462656961827,4.222446599993779,SWZ
9.757359123502631,1.973194801877336e-15,4.713462663410308,-6.735459232693886e-16,6.406953113147399,0.0,4.571685487395662,7.127206886847031,TCD
5.008865781902491,5.008865781902491,4.396426516097115,4.396426516097115,5.382932919638758,5.382932919638758,3.332861495045539,2.359251159175775,TGO
9.820865082055528,20.912288309959223,5.862581356829116,11.85357135097022,9.042886100598587,16.962089698963418,10.332888819164797,12.022773676867047,THA
6.1338169955064785,6.1338169955064785,8.761146222196963,8.761146222196963,4.393150833786459,4.393150833786459,3.3049552599722363,3.432533248633761,TLS
15.061726750977131,15.061726750977131,7.122266991657742,7.122266991657742,9.223644019326779,9.223644019326779,7.963663862923085,9.55922219582284,TON
12.281653790640688,15.80104181534613,6.457296420227046,8.2967165244226,9.52529837273288,10.097851178933448,7.946017454129235,10.299147150080683,TUN
6.961802071171812,5.578050439574413,4.2495397335077545,3.52339626209903,6.247678709662599,4.972738221217177,3.1812885458798634,2.598291647153705,TZA
4.929115688928005,8.642038532725305,2.456477237821869,3.780035852938673,3.0567141475794957,6.346930334188044,4.077434213587232,3.780883469462988,UGA
20.34651448223947,6.799290810844312e-14,26.486421490304476,6.058394165732247e-15,28.324352513951094,0.0,12.75933842541746,25.241036248883386,URY
3.6308657404775486,8.293016788963296,6.528961571293813,8.453587896428143,7.7402729272752495,12.39253417716873,11.198260333077428,8.767248929275379,VNM
8.08681399085356,8.08681399085356,6.605565471431053,6.605565471431053,7.2845889864177895,7.2845889864177895,5.177814375451629,5.240330801604275,VUT
9.309388002244408,9.309388002244408,1.4606955871433962,1.4606955871433962,5.843511110339692,5.843511110339692,3.9971265009101167,2.6984916233208094,ZMB
